No,logTg,nCsp2,SpMax_EA(ri),SpMax_AEA(dm),SM11_EA,Eig03_EA,B03[C-N],S1K,piPC05,piPC07,AAC,SIC4,SpDiam_B(e),SpMax1_Bh(i),Mor31v,TE1
420,2.5658,0.444444444,0.754469907,0.638577586,0.845419497,0.932119205,1,0.511469562,0.879558158,0.857891672,0.310325157,0.819,0.893149284,0.946692051,0.385358603,0.960539107
421,2.5843,0.222222222,0.672878368,0.627586207,0.719478612,0.792425497,1,0.326249568,0.681927069,0.593360513,0.598402738,0.969,0.769683027,0.686339838,0.530657748,0.957205553
422,2.5888,0.111111111,0.596826996,0.948922414,0.684046264,0.706539735,0,0.175975296,0.648788927,0.546418171,0.495151169,0.781,0.753578732,0.740123751,0.504273504,0.946309213
423,2.5911,0.037037037,0.629312516,0.561206897,0.610488954,0.499586093,0,0.075818021,0.523289859,0.298776937,0.310325157,1,0.718302658,0.703474536,0.482720178,0
424,2.5933,0.074074074,0.631578947,0.598275862,0.64610489,0.499586093,0,0.087805439,0.567340964,0.374956319,0.28693668,1,0.765848671,0.751070919,0.468227425,0.944413089
425,2.5944,0.111111111,0.684462352,0.616810345,0.686310507,0.600372517,0,0.125167824,0.569204152,0.466744321,0.370792926,1,0.752300613,0.734888149,0.547751765,0.946497976
426,2.5955,0.666666667,0.993200705,0.800646552,0.94682088,0.978683775,0,0.579174498,0.936385414,0.937449039,0,0.803,0.933026585,0.976677772,0.537346711,0.955006465
427,2.6138,0.074074074,0.66154621,0.596551724,0.656997736,0.499586093,0,0.093444321,0.578120841,0.453348864,0.267541358,1,0.765848671,0.755830557,0.477146042,0.946084585
428,2.618,0.111111111,0.717199698,0.591594828,0.705158803,0.609478477,0,0.094671832,0.588102209,0.420617356,0,1,0.805470348,0.786768206,0.516164994,0.944908592
429,2.6222,0.185185185,0.884411987,0.711637931,0.851783857,0.794288079,0,0.233591622,0.710939579,0.659172976,0.50427838,0.977,0.851993865,0.765349833,0.455592716,0.95066303
430,2.6284,0.074074074,0.731805591,0.789655172,0.810476715,0.427152318,0,0.136138709,0,0,0.523673702,0.319,0.660276074,0.653974298,0.508361204,0.946449841
431,2.6355,0.111111111,0.735582977,0.629525862,0.723150358,0.627483444,0,0.097587173,0.677934522,0.648223646,0,1,0.835889571,0.818657782,0.427722036,0.9450294
432,2.6599,0.148148148,0.983127676,0.866594828,0.951349367,0.829677152,0,0.33486133,0.728772957,0.706581246,0.85225328,0.897,0.884458078,0.805806759,0.405425492,0.953849348
433,2.6618,0.222222222,0.885671116,0.717241379,0.85649593,0.79490894,0,0.259426906,0.720787863,0.670122306,0.583571021,0.978,0.86809816,0.783436459,0.454477889,0.9506904
434,2.6749,0.296296296,0.914882901,0.684267241,0.874793464,0.818708609,0,0.273102152,0.73210008,0.675829936,0.318881917,0.981,0.898261759,0.807710614,0.387588257,0.952123111
435,2.6767,0.111111111,0.681944095,0.601293103,0.71690839,0.585264901,0,0.118263071,0.555496407,0.432615026,0.482030804,0.947,0.746932515,0.678248453,0.505759941,0.946304494
436,2.6794,0.259259259,0.884160161,0.706465517,0.853925708,0.817466887,0,0.301910315,0.757253127,0.708677927,0.345122647,0.984,0.843813906,0.758210376,0.456707544,0.953365171
437,2.6857,0.666666667,0.832284059,0.845474138,0.865858883,0.918874172,1,0.551593847,0.882486026,0.840535818,0.536794067,0.952,0.887525562,0.832936697,0.420289855,0.961659415
438,2.7101,0.555555556,0.831276756,0.70237069,0.861575179,0.909975166,1,0.394913499,0.848815544,0.825393128,0.520821449,1,0.89902863,0.832460733,0.433296172,0.956299491
439,2.7316,0.518518519,0.799294888,0.647844828,0.837708831,0.872516556,1,0.460431931,0.883816875,0.873849738,0.292641187,1,0.905163599,0.81342218,0.478632479,0.956545827
440,2.7348,0.296296296,0.7778897,0.618103448,0.834037085,0.847061258,1,0.329970463,0.846153846,0.835294118,0.383342841,0.977,0.894171779,0.862446454,0.458565589,0.953088634
441,2.7404,0.333333333,0.828003022,0.699784483,0.829386206,0.844163907,1,0.274636541,0.785866383,0.760512522,0.496862521,1,0.873721881,0.908138981,0.447045708,0.952415694
442,2.7664,0.518518519,1,0.865732759,0.962242213,0.947019868,1,0.520579999,0.858397658,0.846825859,0.735310896,0.929,0.922034765,0.850547358,0.402824229,0.961176182
443,2.7774,0.518518519,0.795265676,0.635775862,0.83366991,0.872102649,1,0.460431931,0.890338036,0.86977286,0.292641187,0.981,0.898773006,0.80723465,0.373095504,0.956128661
444,2.7782,0.185185185,0.72475447,0.632327586,0.728596781,0.780629139,1,0.186811922,0.689645994,0.626674432,0.562464347,1,0.808537832,0.732984293,0.402081011,0.950037281
445,2.791,0.666666667,0.84109796,0.621982759,0.865369316,0.876241722,1,0.588572634,0.951823263,0.943506115,0.245864233,0.98,0.990797546,0.891480248,0.389074693,0.959956773
446,2.7952,0.666666667,0.845127172,0.651508621,0.873141179,0.892177152,1,0.57161763,0.951823263,0.954921374,0.197375927,0.964,0.996165644,0.89671585,0.510962467,0.958463658
447,2.7966,0.296296296,0.759506422,0.635344828,0.789180589,0.838783113,1,0.252157735,0.815145063,0.803610949,0.470621791,0.969,0.889826176,0.813898144,0.483091787,0.950941455
448,2.616,0.037037037,0.62553513,0.563362069,0.610488954,0.499586093,1,0.062430473,0.538062284,0.374956319,0.310325157,1,0.734662577,0.735364112,0.480118915,0.944750031
449,2.4914,0.148148148,0.694283556,0.647413793,0.715011321,0.717508278,0,0.193122099,0.62310354,0.576470588,0.462635482,1,0.796267894,0.792955735,0.491638796,0.950325144
450,2.5922,0.074074074,0.722236213,0.624137931,0.776145891,0.512210265,0,0.137136062,0.306494544,0,0.411865374,0.657,0.711400818,0.689195621,0.545522111,0.947700395
451,2.4669,0.074074074,0.653739612,0.596767241,0.653448381,0.534147351,0,0.133395988,0.341362789,0.226674432,0.502567028,1,0.697852761,0.674916706,0.558900037,0.946882108
452,2.6096,0.111111111,0.699320071,0.58512931,0.703139343,0.594370861,1,0.125167824,0.600346021,0.537565521,0.466058186,1,0.781186094,0.773441218,0.503530286,0.945434296
453,2.6021,0.148148148,0.742382271,0.634698276,0.737225384,0.70281457,0,0.174306648,0.625499068,0.530460105,0.323445522,0.966,0.815695297,0.805330795,0.550724638,0.949105736
454,2.6222,0.222222222,0.891463108,0.704525862,0.861758766,0.808360927,0,0.259426906,0.718392334,0.663948748,0.583571021,0.978,0.873210634,0.784388386,0.434782609,0.950469548
455,2.6053,0.074074074,0.624527827,0.609482759,0.61097852,0.36589404,1,0.100023016,0.146260314,0,0.605248146,0.667,0.597903885,0.607805807,0.551096247,0.946676356
456,2.4843,0.074074074,0.667338202,0.594827586,0.659506762,0.700538079,0,0.345525337,0.611525153,0.522888759,0,0.741,0.765848671,0.757258448,0.906354515,0.951007522
457,2.3424,0.037037037,0.598086124,0.495258621,0.576280521,0.499586093,0,0.113218766,0.258983231,0.128013978,0.435824301,1,0.510736196,0.436458829,0.578223709,0.946720716
458,2.4843,0.074074074,0.667338202,0.594827586,0.659506762,0.699917219,0,0.330603399,0.610194304,0.521490973,0,0.767,0.765848671,0.757258448,0.829431438,0.950198673
459,2.3579,0.037037037,0.838076051,0.870689655,0.925402362,0.777938742,0,0.302773409,0.377029545,0.315433896,0.833998859,0.892,0.767638037,0.796763446,0.535860275,0.953234925
460,2.5051,0.111111111,0.686728784,0.626724138,0.715133713,0.653352649,0,0.170604933,0.616848549,0.508910891,0.419281232,1,0.806237219,0.797715374,0.532887402,0.9474937
461,2.5263,0.111111111,0.713925963,0.596551724,0.714215776,0.637624172,0,0.157716061,0.661431994,0.576470588,0.192241871,1,0.786809816,0.779628748,0.487551096,0.947876889
462,2.5809,0.074074074,0.64442206,0.616810345,0.649103482,0.585264901,1,0.109152633,0.405243545,0.298776937,0.625213919,0.895,0.641104294,0.651594479,0.571906355,0.948794277
463,2.6385,0.148148148,0.756484513,0.596767241,0.7413255,0.681498344,0,0.11112816,0.5943572,0.420617356,0,1,0.834867076,0.81342218,0.520624303,0.945119062
464,2.6561,0.074074074,0.688491564,0.649137931,0.722844379,0.598923841,1,0.126395335,0.574527549,0.478858474,0.466058186,1,0.765593047,0.770109472,0.471571906,0.94689249
465,2.6182,0.259259259,0.764794762,0.995689655,0.855700386,0.836506623,0,0.311174192,0.795049241,0.757134537,0.449515117,0.986,0.924335378,0.89671585,0.486807878,0.952237313
466,2.6224,0.259259259,0.765046588,0.995905172,0.852518206,0.825124172,0,0.339656297,0.786265637,0.730926034,0.430119795,0.987,0.926635992,0.898143741,0.496841323,0.952901758
467,2.6265,0.296296296,0.884160161,0.996336207,0.894192522,0.906870861,1,0.407111895,0.814745808,0.777052999,0.580718768,0.967,0.93890593,0.921465969,0.419546637,0.956351401
468,2.6416,0.111111111,0.765550239,0.996336207,0.846827,0.721440397,0,0.166347002,0.698961938,0.640768783,0.578436965,0.969,0.924591002,0.892432175,0.473801561,0.947880664
469,2.6446,0.222222222,0.790229161,0.995689655,0.854109296,0.836299669,0,0.294871303,0.789459675,0.763308096,0.403879064,0.985,0.92791411,0.895763922,0.485321442,0.95002218
470,2.6475,0.296296296,0.884160161,0.990948276,0.908757114,0.95964404,0,0.430914113,0.813281874,0.770646476,0.490017114,0.953,0.943251534,0.913850547,0.46599777,0
471,2.6524,0.296296296,0.765046588,0.995905172,0.85563919,0.828228477,0,0.341324945,0.79664626,0.749912638,0.430119795,0.987,0.926635992,0.898619705,0.458937198,0.952582749
472,2.6562,0.259259259,0.764542936,0.995689655,0.852824185,0.837334437,0,0.325405654,0.788794251,0.741758882,0.439247005,0.986,0.924079755,0.896239886,0.460795243,0.952444008
473,2.662,0.259259259,0.884160161,0.995689655,0.89003121,0.847268212,0,0.358011431,0.797045515,0.753174141,0.420992584,0.975,0.924335378,0.89671585,0.444816054,0.953615282
474,2.6657,0.296296296,0.885671116,0.995689655,0.893886543,0.895695364,1,0.407111895,0.81155177,0.772510192,0.580718768,0.967,0.924591002,0.899571633,0.464511334,0.955668079
475,2.6704,0.333333333,0.88718207,0.995689655,0.897741876,0.910389073,1,0.456480878,0.826590365,0.791962726,0.675984027,0.96,0.926380368,0.910518801,0.388703084,0.958585411
476,2.6704,0.222222222,0.777134223,0.995689655,0.855700386,0.811051325,0,0.275000959,0.766435986,0.742923704,0.494010268,0.983,0.92791411,0.90052356,0.461538462,0.949209555
477,2.6796,0.296296296,0.765046588,0.995689655,0.858209412,0.844784768,0,0.341804442,0.797045515,0.753174141,0.476326298,0.987,0.924335378,0.897191813,0.463396507,0.953271734
478,2.6841,0.185185185,0.764542936,0.995689655,0.849642005,0.796978477,0,0.247516207,0.750332712,0.703902155,0.520250998,0.981,0.923824131,0.895763922,0.456707544,0.950567705
479,2.6841,0.333333333,0.884160161,0.990948276,0.896150786,0.876241722,0,0.405424067,0.813281874,0.770646476,0.479178551,0.978,0.940695297,0.917658258,0.507246377,0.956303267
480,2.6886,0.259259259,0.764794762,0.995689655,0.856312343,0.830918874,0,0.282864705,0.792919883,0.759231217,0.470621791,0.984,0.924335378,0.897667777,0.399851356,0.951420913
481,2.6894,0.185185185,0.766557542,0.995905172,0.85202864,0.798427152,0,0.229909087,0.757785467,0.732673267,0.474614946,0.98,0.9299591,0.901951452,0.455964326,0.948984927
482,2.693,0.259259259,0.764542936,0.995689655,0.855027232,0.838990066,0,0.311174192,0.794383817,0.756086197,0.449515117,0.986,0.924079755,0.89671585,0.452248235,0.951943786
483,2.693,0.407407407,0.884160161,0.985775862,0.901474818,0.894453642,0,0.453105221,0.825791855,0.780780431,0.518539646,0.98,0.951687117,0.927653498,0.457450762,0.958439119
484,2.6939,0.259259259,0.765046588,0.995689655,0.859372131,0.821399007,0,0.282864705,0.792919883,0.758532324,0.470621791,0.984,0.924846626,0.898143741,0.39427722,0.951847517
485,2.6947,0.259259259,0.802568623,0.96875,0.847806132,0.850786424,1,0.318788599,0.784136279,0.736051252,0.580718768,0.985,0.901329243,0.877677297,0.427722036,0.95027701
486,2.6974,0.333333333,0.774867791,0.995689655,0.863655835,0.850993377,0,0.340787909,0.778413628,0.739778684,0.449515117,0.957,0.924846626,0.898619705,0.539947975,0.954092852
487,2.6991,0.333333333,0.791740116,0.995689655,0.868367909,0.848096026,0,0.374985615,0.838035667,0.810599884,0.396463206,0.978,0.928169734,0.908138981,0.435154218,0.954677074
488,2.7,0.407407407,0.765046588,0.995689655,0.86647084,0.908112583,0,0.389351337,0.805163694,0.758532324,0.404449515,0.988,0.925102249,0.899095669,0.545522111,0.954485479
489,2.7017,0.333333333,0.956434148,0.995689655,0.921424637,0.848509934,0,0.453680617,0.860527016,0.832149097,0.349686252,0.938,0.929192229,0.908614945,0.348197696,0.9562372
490,2.7051,0.148148148,0.773860489,0.996336207,0.853925708,0.74317053,1,0.215850244,0.727708278,0.685264997,0.783228751,0.95,0.937627812,0.916230366,0.444072835,0.949635216
491,2.706,0.37037037,0.816922689,0.995689655,0.874487485,0.858650662,0,0.390789827,0.842826723,0.81665696,0.389047347,0.979,0.934304703,0.91289862,0.444072835,0.955383991
492,2.7085,0.185185185,0.80861244,0.990732759,0.863105073,0.746688742,0,0.201522882,0.772158637,0.744903902,0.50427838,0.977,0.955265849,0.924321752,0.423634337,0.948930186
493,2.7102,0.111111111,0.764291111,0.995689655,0.846337433,0.729304636,0,0.17403813,0.696167155,0.635993011,0.605248146,0.969,0.923312883,0.892432175,0.471943515,0.946115731
494,2.7102,0.407407407,0.829262151,0.995689655,0.879872713,0.87727649,0,0.438873758,0.871706149,0.855329062,0.355390759,0.951,0.942484663,0.928129462,0.499814195,0.956803488
495,2.7145,0.259259259,0.765298413,0.995905172,0.89003121,0.847268212,0,0.365414861,0.80476444,0.76354106,0.578436965,0.875,0.931748466,0.907663018,0.44630249,0.952910253
496,2.7186,0.111111111,0.764542936,0.995689655,0.846337433,0.729304636,0,0.166347002,0.696167155,0.635993011,0.578436965,0.969,0.923312883,0.892908139,0.483835006,0.94778817
497,2.7186,0.259259259,0.814908084,0.992456897,0.899577749,0.87727649,0,0.319229736,0.822464732,0.800931858,0.57387336,0.972,0.974182004,0.943836268,0.410628019,0.951166083
498,2.7309,0.185185185,0.768320322,0.995689655,0.851967444,0.779594371,0,0.229909087,0.757785467,0.733954572,0.474614946,0.98,0.927658487,0.899571633,0.519881085,0.949021736
499,2.7309,0.407407407,0.788718207,0.998060345,0.898292638,0.912665563,0,0.429724961,0.828187384,0.786604543,0.538505419,0.979,0.95194274,0.926225607,0.542549238,0.955109341
500,2.7397,0.259259259,0.770334928,0.995905172,0.891255125,0.879966887,0,0.347750201,0.809688581,0.790681421,0.551055334,0.87,0.939161554,0.914802475,0.4221479,0.95117269
501,2.7428,0.407407407,0.976832032,0.995689655,0.932501071,0.874379139,0,0.433676014,0.881155177,0.862783925,0.349686252,0.938,0.927147239,0.93526892,0.397621702,0.955688843
502,2.7946,0.037037037,0.619743138,0.780387931,0.67456092,0.499586093,0,0.088304116,0.563481501,0.453348864,0.698231603,0.93,0.810838446,0.774393146,0.479375697,0.94444801
503,2.8015,0.185185185,0.80684966,0.785775862,0.794627012,0.743377483,0,0.148394645,0.764972052,0.773907979,0.578436965,0.969,0.892638037,0.917658258,0.403567447,0.946795277
504,2.6676,0.333333333,0.884160161,1,0.921791812,0.997516556,0,0.587556101,0.835373969,0.803727432,0.789503708,0.965,0.960378323,0.93526892,0.437012263,0.957903032
505,2.6796,0.333333333,0.884915638,0.995689655,0.893764152,0.882450331,0,0.408780544,0.807026883,0.763890507,0.580148317,0.977,0.924846626,0.898619705,0.451133408,0.953575642
506,2.7309,0.481481481,0.85645933,0.995689655,0.890581972,0.895074503,0,0.502800261,0.90590897,0.901223063,0.322875071,0.839,0.968302658,0.962398858,0.469713861,0.959131879
507,2.7428,0.592592593,0.833795014,0.995689655,0.891010342,0.949917219,0,0.591583874,0.912297046,0.896913221,0.366229321,0.955,0.948875256,0.938600666,0.41025641,0.959905807
508,2.7468,0.62962963,0.846638126,0.995689655,0.896089591,0.962955298,0,0.598143389,0.916156508,0.901921957,0.288077581,0.956,0.956799591,0.944788196,0.416945373,0.960976093
509,2.7193,0.518518519,0.790984639,0.634051724,0.83366991,0.872102649,1,0.460431931,0.893398989,0.876528829,0.292641187,0.958,0.904907975,0.812470252,0.433667781,0.956191896
510,2.7642,0.518518519,0.796776631,0.647198276,0.838320788,0.890728477,1,0.443476927,0.883816875,0.867676179,0.236737022,0.981,0.889314928,0.799143265,0.491267187,0.955796438
511,2.7316,0.518518519,0.796776631,0.647198276,0.835383391,0.872309603,1,0.460431931,0.881022092,0.861153174,0.292641187,0.992,0.888292434,0.797715374,0.41434411,0.957643483
512,2.7372,0.592592593,0.840846134,0.621982759,0.862799094,0.870653974,1,0.507537688,0.929464999,0.922772277,0.215059897,0.977,0.948108384,0.85197525,0.40654032,0.956553377
513,2.7767,0.666666667,0.841853437,0.646982759,0.863900618,0.888451987,1,0.57161763,0.953021027,0.952242283,0.197375927,0.976,0.996165644,0.89671585,0.557041992,0.958488198
514,2.8215,0.666666667,0.841349786,0.648060345,0.865920078,0.893418874,1,0.554700986,0.958610594,0.962609202,0.126640046,0.964,1,0.900047596,0.546265329,0.955895539
515,2.8182,0.37037037,0.788214556,0.641163793,0.828162291,0.886589404,1,0.299378572,0.864785733,0.878043098,0.310325157,0.938,0.948364008,0.869585911,0.575622445,0.953423688
516,2.8312,0.851851852,0.976832032,0.801508621,0.962731779,0.952607616,1,0.705339675,0.979638009,0.968782761,0.164289789,0.919,0.964468303,0.963826749,0.228911185,0.96175474
517,2.7694,0.666666667,0.977587509,0.803232759,0.928400955,0.940397351,1,0.568050175,0.937982433,0.929295282,0.194523674,0.976,0.944018405,0.859114707,0.509104422,0.958600512
518,2.7731,0.703703704,0.975069252,0.801508621,0.926809865,0.940604305,1,0.597318654,0.943305829,0.934071054,0.239589276,0.944,0.959867076,0.956211328,0.313266444,0.960282389
519,2.8142,0.444444444,0.817426341,0.651293103,0.831711646,0.869205298,1,0.379396985,0.878493479,0.878392545,0.263548203,0.99,0.931748466,0.837696335,0.464511334,0.953171689
520,2.791,0.444444444,0.799546714,0.996982759,0.876506946,0.910389073,1,0.414745483,0.909103008,0.911007571,0.411294923,0.924,0.990286299,0.991432651,0.459680416,0.952465716
521,2.7619,0.37037037,0.756484513,0.639224138,0.802337678,0.864652318,1,0.316237677,0.844290657,0.833663366,0.412435824,1,0.890593047,0.807710614,0.445930881,0.952358121
522,2.8096,0.518518519,0.776378746,0.641594828,0.837892418,0.896109272,1,0.401146956,0.919084376,0.922422831,0.337706788,0.935,0.970603272,0.886244645,0.520252694,0.954325975
523,2.791,0.666666667,0.84109796,0.621982759,0.867143994,0.890521523,1,0.57161763,0.942374235,0.934304019,0.197375927,0.98,0.950153374,0.854355069,0.456707544,0.958040829
524,2.7627,0.296296296,0.725006296,0.632543103,0.788140261,0.853062914,1,0.252157735,0.813281874,0.796272568,0.470621791,0.984,0.871676892,0.792479772,0.47788926,0.950963163
525,2.7582,0.444444444,0.792747419,0.646551724,0.831160884,0.860720199,1,0.379396985,0.873569337,0.85987187,0.263548203,0.948,0.904141104,0.812470252,0.530286139,0.953185847
526,2.7619,0.518518519,0.785948124,0.638146552,0.832017624,0.88638245,1,0.428133032,0.908570668,0.911357018,0.412435824,0.974,0.970347648,0.984769158,0.457822371,0.956188121
527,2.7251,0.518518519,0.788214556,0.630818966,0.829080228,0.874379139,1,0.461352564,0.897657706,0.886196855,0.386765545,0.992,0.918711656,0.838648263,0.487551096,0.957756741
528,2.7226,0.666666667,0.841853437,0.646336207,0.862003549,0.878725166,1,0.588572634,0.939845622,0.932906232,0.245864233,0.976,0.953220859,0.857686816,0.468599034,0.960862835
529,2.7619,0.666666667,0.843112566,0.647413793,0.864084205,0.890107616,1,0.57161763,0.94250732,0.940710542,0.197375927,0.976,0.95807771,0.86197049,0.592716462,0.957972875
530,2.8116,0.518518519,0.778141526,0.637931034,0.830854905,0.885761589,1,0.394971038,0.906840564,0.908561444,0.426697091,0.981,0.970347648,0.981437411,0.429580082,0.956715714
531,2.73,0.62962963,0.79501385,0.657112069,0.841013402,0.895281457,1,0.555122943,0.929331914,0.919510775,0.390188249,0.974,0.970603272,0.981437411,0.493125232,0.960281446
532,2.7582,0.444444444,0.764291111,0.66875,0.81445444,0.892384106,0,0.44439756,0.803832845,0.766802563,0.3479749,1,0.838957055,0.75868634,0.55778521,0.958726983
533,2.7619,0.444444444,0.762024679,0.639224138,0.817575424,0.894246689,1,0.363439334,0.870907639,0.86301689,0.276668568,0.97,0.893404908,0.810090433,0.385730212,0.95178145
534,2.8215,0.814814815,0.977587509,0.803232759,0.96358852,0.952607616,1,0.676320534,0.980303434,0.971694817,0.106674273,0.947,0.951687117,0.872441694,0.243775548,0.959822752
535,2.7875,0.703703704,0.974061949,0.798922414,0.926626277,0.943294702,1,0.597318654,0.946766037,0.933022714,0.239589276,0.994,0.951687117,0.947168015,0.341880342,0.959529225
536,2.8169,0.444444444,0.809871569,0.651293103,0.83483263,0.889072848,1,0.3625187,0.881421347,0.883284799,0.169423845,0.976,0.93200409,0.838172299,0.482720178,0.951285004
537,2.8376,0.148148148,0.778141526,0.603232759,0.77008751,0.668046358,1,0.13303157,0.743545382,0.724170064,0.192241871,1,0.871165644,0.777248929,0.440728354,0.946163865
538,2.8048,0.37037037,0.77965248,0.630387931,0.819839667,0.862168874,1,0.299378572,0.886079319,0.897029703,0.310325157,0.883,0.976482618,0.893860067,0.467855816,0.951319925
539,2.8122,0.296296296,0.760261899,0.638793103,0.794810599,0.854925497,1,0.23533699,0.820202289,0.816074549,0.353108956,1,0.888803681,0.805806759,0.451505017,0.949389824
540,2.7875,0.592592593,0.778897003,0.70862069,0.836240132,0.887003311,1,0.500517856,0.924540857,0.925101922,0.385624643,0.978,0.971625767,0.983341266,0.407655147,0.956534501
541,2.5577,0,0.696046336,0.551293103,0.760785754,0.187293046,0,0.088304116,0,0,0.337706788,0.329,0.597137014,0.526415992,0.563359346,0.945887327
542,2.5601,0.148148148,0.883908335,0.705172414,0.872223242,0.807740066,0,0.35822241,0.745009316,0.692253931,0.439247005,0.986,0.840746421,0.833412661,0.532144184,0.955546327
543,2.5637,0.185185185,0.883908335,0.705172414,0.884278808,0.808153974,0,0.344182746,0.75405909,0.702737333,0.375926982,0.961,0.842535787,0.834840552,0.590486808,0.95522543
544,2.5541,0.037037037,0.586502141,0.50862069,0.585031516,0.499586093,1,0.046223484,0.506654245,0,0.337706788,1,0.71702454,0.700618753,0.444444444,0.945445622
545,2.5226,0.481481481,0.912364644,0.69612069,0.904901781,0.938327815,0,0.566611684,0.830715997,0.774956319,0.748431261,0.887,0.944274029,0.927177535,0.388331475,0.955777562
546,2.6022,0.185185185,0.867036011,0.632758621,0.844440365,0.800703642,0,0.297479765,0.750332712,0.705532906,0.403879064,0.97,0.832566462,0.82960495,0.63730955,0.953898427
547,2.6076,0.185185185,0.867036011,0.995689655,0.884278808,0.808153974,0,0.351566995,0.764705882,0.718462434,0.587564176,0.961,0.924591002,0.897191813,0.612783352,0.955142374
548,2.5946,0.185185185,0.829010325,0.995689655,0.874303898,0.808567881,0,0.369231654,0.762975779,0.715899825,0.614375357,0.963,0.924335378,0.897191813,0.532515793,0.955642596
549,2.7268,0.074074074,0.608914631,0.63362069,0.646472064,0.56022351,0,0.115060033,0.360393931,0.298776937,0.482030804,1,0.628578732,0.571632556,0.565589,0.948332751
550,2.7499,0.148148148,0.72475447,0.644827586,0.731044612,0.693501656,0,0.401703172,0.644663295,0.614210833,0.323445522,0.796,0.810838446,0.717753451,0.806020067,0.956990364
551,2.7833,0.074074074,0.846386301,0.724353448,0.817085858,0.638451987,0,0.134028923,0.341362789,0.255911474,0.462635482,0.954,0.701431493,0.693003332,0.551467856,0.949339802
552,2.8866,0.185185185,0.774615966,0.600215517,0.781286335,0.731581126,0,0.176205455,0.748469524,0.718462434,0.169423845,0.975,0.869887526,0.85578296,0.429208473,0.948916973
553,2.759,0.037037037,0.607907328,0.582974138,0.520592375,0.085678808,0,0.052936438,0,0,0.411865374,0,0.609151329,0.536411233,0.520252694,0.944343247
554,2.7211,0,0.388818937,0.718965517,0,0.384726821,0,0.091545514,0.184455683,0,0.337706788,0.857,0.453732106,0.368396002,0.566703828,0.944569762
555,2.819,0.037037037,0.557794007,0.800431034,0.615017441,0.499586093,0,0.087325943,0.542720256,0.39219569,0.28693668,1,0.722903885,0.625416468,0.481605351,0.944534841
556,2.6974,0.222222222,0.79501385,0.692025862,0.809436387,0.80794702,1,0.166423722,0.721985627,0.675829936,0.562464347,1,0.882924335,0.889576392,0.444444444,0.949722047
557,2.3444,0,0.429866532,0.320689655,0,0.384726821,0,0.084065365,0.184455683,0,0.337706788,0.857,0.45807771,0.464064731,0.55778521,0.945812766
558,2.3139,0,0.302190884,0.409913793,0,0.29263245,0,0.021308834,0,0,0.523673702,0,0.393149284,0.349833413,0.488294314,0.943647655
559,2.316,0.037037037,0.619239486,0.569396552,0.604675356,0.570364238,0,0.145594384,0.31913761,0.16144438,0.250427838,1,0.523006135,0.535459305,0.604607952,0.947479543
560,2.48,0.037037037,0.557542181,0.403017241,0.53221957,0.181084437,0,0.067378879,0,0,0,0.371,0.499233129,0.465968586,0.564474173,0.944612234
561,2.3674,0,0.251825737,0.030172414,0,0.29263245,0,0.020810158,0,0,0,0,0.226738241,0.164683484,0.531772575,0.943665588
562,2.4346,0.074074074,0.615965752,0.645258621,0.623156478,0.602235099,0,0.10080939,0.405243545,0.35468841,0.553907587,0.699,0.636247444,0.576392194,0.52991453,0.948711221
563,2.4669,0.037037037,0.835305968,0.723706897,0.812373784,0.585264901,0,0.16527293,0.292387543,0.187419918,0.370792926,0.954,0.697341513,0.682532128,0.636937941,0.949099129
564,2.4886,0.074074074,0.642155628,0.599137931,0.653387186,0.499586093,0,0.117956193,0.258983231,0,0.435824301,0.889,0.686860941,0.663017611,0.564474173,0.947217162
565,2.5105,0.074074074,0.641903803,0.598922414,0.653020011,0.442466887,0,0.102995896,0.146260314,0,0.462635482,0.667,0.626789366,0.616849119,0.543292456,0.946977433
566,2.6117,0.074074074,0.677663057,0.578232759,0.698182486,0.59602649,0,0.096378841,0.574527549,0.432615026,0.267541358,1,0.781441718,0.772489291,0.484206615,0.946237483
567,2.5587,0.037037037,0.409972299,0.437931034,0.466556514,0.085678808,0,0.056925851,0,0,0.570450656,0,0.408742331,0.356496906,0.490523969,0.94346078
568,2.3483,0.074074074,0.659027953,0.6125,0.667095037,0.585264901,0,0.166270283,0.292387543,0.226674432,0.462635482,1,0.631646217,0.632079962,0.593831289,0.949441734
569,2.2788,0,0.469654999,0.232543103,0,0.499586093,0,0.110974721,0.238488155,0.16144438,0.28693668,1,0.459355828,0.453117563,0.60943887,0.946621615
570,2.3075,0,0.460085621,0.229310345,0,0.450951987,0,0.096033603,0.214133617,0.128013978,0.310325157,1,0.457310838,0.447881961,0.584541063,0.946415864
571,2.5717,0.074074074,0.656509695,0.576293103,0.64610489,0.499586093,0,0.078273045,0.567340964,0.374956319,0,1,0.765337423,0.749167063,0.485693051,0.944677357
572,2.3404,0.074074074,0.679677663,0.596551724,0.653387186,0.499586093,0,0.114964134,0.258983231,0,0.435824301,0.889,0.686349693,0.656354117,0.564845782,0.946401706
573,2.5038,0.037037037,0.546461848,0.39612069,0.520592375,0.085678808,0,0.052437761,0,0,0,0,0.512781186,0.463112803,0.540691193,0.944302663
574,2.5775,0.222222222,0.769579451,0.625646552,0.796524081,0.769246689,0,0.158981933,0.666888475,0.533139196,0.54820308,0.834,0.908742331,0.902427416,0.476402824,0.946166697
